segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
610,P334831,Rev,saa05,812,82,"[614, 259, 668, 303]","[257, 198, 311, 242]"
610,P334831,Rev,saa05,754,56,"[666, 255, 710, 304]","[309, 194, 353, 243]"
610,P334831,Rev,saa05,736,77,"[582, 526, 652, 574]","[225, 465, 295, 513]"
610,P334831,Rev,saa05,552,13,"[561, 483, 597, 528]","[204, 422, 240, 467]"
610,P334831,Rev,saa05,839,11,"[591, 480, 624, 526]","[234, 419, 267, 465]"
610,P334831,Rev,saa05,380,62,"[529, 483, 568, 534]","[172, 422, 211, 473]"
610,P334831,Rev,saa05,252,80,"[622, 481, 661, 525]","[265, 420, 304, 464]"
610,P334831,Rev,saa05,737,100,"[488, 445, 546, 483]","[131, 384, 189, 422]"
610,P334831,Rev,saa05,252,80,"[532, 446, 570, 483]","[175, 385, 213, 422]"
610,P334831,Rev,saa05,10,26,"[621, 431, 680, 480]","[264, 370, 323, 419]"
610,P334831,Rev,saa05,380,62,"[439, 403, 486, 446]","[82, 342, 129, 385]"
610,P334831,Rev,saa05,1,2,"[477, 409, 508, 443]","[120, 348, 151, 382]"
610,P334831,Rev,saa05,748,14,"[573, 394, 602, 439]","[216, 333, 245, 378]"
610,P334831,Rev,saa05,10,26,"[585, 393, 631, 436]","[228, 332, 274, 375]"
610,P334831,Rev,saa05,464,113,"[620, 391, 664, 431]","[263, 330, 307, 370]"
610,P334831,Rev,saa05,117,224,"[650, 386, 695, 435]","[293, 325, 338, 374]"
610,P334831,Rev,saa05,1,2,"[570, 449, 593, 478]","[213, 388, 236, 417]"
610,P334831,Rev,saa05,464,113,"[588, 439, 625, 481]","[231, 378, 268, 420]"
610,P334831,Rev,saa05,663,211,"[505, 404, 575, 444]","[148, 343, 218, 383]"
610,P334831,Rev,saa05,464,113,"[467, 357, 516, 406]","[110, 296, 159, 345]"
610,P334831,Rev,saa05,869,10,"[603, 346, 631, 397]","[246, 285, 274, 336]"
610,P334831,Rev,saa05,112,17,"[627, 340, 663, 386]","[270, 279, 306, 325]"
610,P334831,Rev,saa05,85,23,"[659, 347, 706, 386]","[302, 286, 349, 325]"
610,P334831,Rev,saa05,661,16,"[476, 311, 514, 356]","[119, 250, 157, 295]"
610,P334831,Rev,saa05,380,62,"[507, 306, 624, 355]","[150, 245, 267, 294]"
610,P334831,Rev,saa05,812,82,"[620, 297, 681, 349]","[263, 236, 324, 288]"
610,P334831,Rev,saa05,754,56,"[671, 298, 729, 344]","[314, 237, 372, 283]"
610,P334831,Rev,saa05,495,3,"[571, 262, 621, 302]","[214, 201, 264, 241]"
610,P334831,Rev,saa05,121,259,"[522, 268, 579, 305]","[165, 207, 222, 244]"
610,P334831,Rev,saa05,599,27,"[616, 214, 671, 261]","[259, 153, 314, 200]"
610,P334831,Rev,saa05,708,173,"[663, 206, 700, 253]","[306, 145, 343, 192]"
610,P334831,Rev,saa05,136,156,"[556, 89, 613, 137]","[199, 28, 256, 76]"
610,P334831,Rev,saa05,112,17,"[494, 221, 540, 264]","[137, 160, 183, 203]"
