segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
23,P336150,Rev,test,248,5,"[569, 2250, 626, 2301]","[53, 589, 110, 640]"
23,P336150,Rev,test,839,11,"[820, 2206, 873, 2251]","[304, 545, 357, 590]"
23,P336150,Rev,test,839,11,"[768, 2248, 832, 2301]","[252, 587, 316, 640]"
23,P336150,Rev,test,514,15,"[570, 2203, 664, 2254]","[54, 542, 148, 593]"
23,P336150,Rev,test,112,17,"[994, 2235, 1054, 2284]","[478, 574, 538, 623]"
23,P336150,Rev,test,380,62,"[867, 2199, 972, 2245]","[351, 538, 456, 584]"
23,P336150,Rev,test,851,68,"[706, 2246, 765, 2298]","[190, 585, 249, 637]"
23,P336150,Rev,test,496,126,"[654, 2205, 742, 2251]","[138, 544, 226, 590]"
23,P336150,Rev,test,496,126,"[736, 2206, 824, 2250]","[220, 545, 308, 589]"
23,P336150,Rev,test,340,294,"[842, 2245, 967, 2294]","[326, 584, 451, 633]"
23,P336150,Rev,test,869,10,"[958, 2235, 1024, 2290]","[442, 574, 508, 629]"
23,P336150,Rev,test,118,83,"[932, 2059, 1022, 2116]","[416, 398, 506, 455]"
23,P336150,Rev,test,111,8,"[869, 2071, 944, 2118]","[353, 410, 428, 457]"
23,P336150,Rev,test,113,31,"[587, 2123, 634, 2175]","[71, 462, 118, 514]"
23,P336150,Rev,test,552,13,"[823, 2119, 871, 2173]","[307, 458, 355, 512]"
23,P336150,Rev,test,248,5,"[862, 2108, 936, 2159]","[346, 447, 420, 498]"
23,P336150,Rev,test,64,250,"[916, 2106, 991, 2162]","[400, 445, 475, 501]"
23,P336150,Rev,test,737,100,"[972, 2108, 1040, 2155]","[456, 447, 524, 494]"
23,P336150,Rev,test,297,115,"[625, 2247, 715, 2291]","[109, 586, 199, 630]"
