segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
1467,P335940,Obv,saa06,1,2,"[352, 953, 390, 1038]","[58, 704, 96, 789]"
1467,P335940,Obv,saa06,14,24,"[708, 829, 788, 894]","[414, 580, 494, 645]"
1467,P335940,Obv,saa06,248,5,"[661, 1031, 759, 1093]","[367, 782, 465, 844]"
1467,P335940,Obv,saa06,869,10,"[778, 690, 836, 759]","[484, 441, 542, 510]"
1467,P335940,Obv,saa06,839,11,"[595, 1091, 648, 1159]","[301, 842, 354, 910]"
1467,P335940,Obv,saa06,552,13,"[525, 895, 602, 966]","[231, 646, 308, 717]"
1467,P335940,Obv,saa06,552,13,"[565, 833, 648, 898]","[271, 584, 354, 649]"
1467,P335940,Obv,saa06,552,13,"[624, 297, 718, 352]","[330, 48, 424, 103]"
1467,P335940,Obv,saa06,748,14,"[443, 829, 494, 902]","[149, 580, 200, 653]"
1467,P335940,Obv,saa06,748,14,"[605, 901, 658, 973]","[311, 652, 364, 724]"
1467,P335940,Obv,saa06,748,14,"[346, 643, 396, 714]","[52, 394, 102, 465]"
1467,P335940,Obv,saa06,748,14,"[345, 709, 391, 776]","[51, 460, 97, 527]"
1467,P335940,Obv,saa06,661,16,"[507, 1030, 569, 1087]","[213, 781, 275, 838]"
1467,P335940,Obv,saa06,350,25,"[565, 622, 659, 696]","[271, 373, 365, 447]"
1467,P335940,Obv,saa06,10,26,"[487, 638, 569, 706]","[193, 389, 275, 457]"
1467,P335940,Obv,saa06,490,30,"[347, 895, 445, 960]","[53, 646, 151, 711]"
1467,P335940,Obv,saa06,255,36,"[685, 693, 786, 764]","[391, 444, 492, 515]"
1467,P335940,Obv,saa06,596,39,"[785, 956, 846, 1030]","[491, 707, 552, 781]"
1467,P335940,Obv,saa06,596,39,"[647, 1092, 706, 1156]","[353, 843, 412, 907]"
1467,P335940,Obv,saa06,834,54,"[420, 767, 495, 842]","[126, 518, 201, 593]"
1467,P335940,Obv,saa06,754,56,"[641, 968, 735, 1033]","[347, 719, 441, 784]"
1467,P335940,Obv,saa06,754,56,"[605, 759, 692, 828]","[311, 510, 398, 579]"
1467,P335940,Obv,saa06,754,56,"[541, 341, 664, 405]","[247, 92, 370, 156]"
1467,P335940,Obv,saa06,754,56,"[773, 756, 847, 828]","[479, 507, 553, 579]"
1467,P335940,Obv,saa06,261,160,"[726, 345, 846, 414]","[432, 96, 552, 165]"
1467,P335940,Obv,saa06,561,65,"[387, 638, 507, 709]","[93, 389, 213, 460]"
1467,P335940,Obv,saa06,851,68,"[706, 1092, 750, 1153]","[412, 843, 456, 904]"
1467,P335940,Obv,saa06,724,79,"[778, 829, 852, 894]","[484, 580, 558, 645]"
1467,P335940,Obv,saa06,724,79,"[740, 899, 817, 963]","[446, 650, 523, 714]"
1467,P335940,Obv,saa06,255,36,"[739, 623, 844, 694]","[445, 374, 550, 445]"
1467,P335940,Obv,saa06,252,80,"[632, 834, 700, 895]","[338, 585, 406, 646]"
1467,P335940,Obv,saa06,252,80,"[710, 300, 765, 349]","[416, 51, 471, 100]"
1467,P335940,Obv,saa06,711,86,"[477, 966, 567, 1033]","[183, 717, 273, 784]"
1467,P335940,Obv,saa06,580,87,"[550, 694, 687, 763]","[256, 445, 393, 514]"
1467,P335940,Obv,saa06,580,87,"[417, 1025, 521, 1082]","[123, 776, 227, 833]"
1467,P335940,Obv,saa06,181,107,"[656, 625, 744, 698]","[362, 376, 450, 449]"
1467,P335940,Obv,saa06,181,107,"[656, 899, 744, 970]","[362, 650, 450, 721]"
1467,P335940,Obv,saa06,89,108,"[381, 702, 471, 774]","[87, 453, 177, 525]"
1467,P335940,Obv,saa06,567,96,"[500, 1092, 599, 1154]","[206, 843, 305, 905]"
1467,P335940,Obv,saa06,140,110,"[499, 763, 591, 831]","[205, 514, 297, 582]"
1467,P335940,Obv,saa06,745,131,"[737, 962, 795, 1034]","[443, 713, 501, 785]"
1467,P335940,Obv,saa06,292,132,"[653, 348, 749, 409]","[359, 99, 455, 160]"
1467,P335940,Obv,saa06,92,140,"[350, 768, 455, 832]","[56, 519, 161, 583]"
1467,P335940,Obv,saa06,726,144,"[746, 1090, 838, 1155]","[452, 841, 544, 906]"
1467,P335940,Obv,saa06,836,147,"[565, 968, 646, 1033]","[271, 719, 352, 784]"
1467,P335940,Obv,saa06,566,148,"[350, 826, 446, 895]","[56, 577, 152, 646]"
1467,P335940,Obv,saa06,815,164,"[463, 701, 550, 770]","[169, 452, 256, 521]"
1467,P335940,Obv,saa06,221,176,"[488, 831, 572, 897]","[194, 582, 278, 648]"
1467,P335940,Obv,saa06,558,179,"[437, 895, 521, 970]","[143, 646, 227, 721]"
1467,P335940,Obv,saa06,644,187,"[560, 1025, 665, 1097]","[266, 776, 371, 848]"
1467,P335940,Obv,saa06,18,210,"[685, 754, 772, 827]","[391, 505, 478, 578]"
1467,P335940,Obv,saa06,221,176,"[555, 292, 633, 348]","[261, 43, 339, 99]"
1467,P335940,Obv,saa06,14,24,"[767, 290, 845, 347]","[473, 41, 551, 98]"
1467,P335940,Obv,saa06,869,10,"[825, 748, 870, 819]","[531, 499, 576, 570]"
1467,P335940,Obv,saa06,599,27,"[382, 957, 473, 1038]","[88, 708, 179, 789]"
1467,P335940,Obv,saa06,302,209,"[342, 1029, 421, 1089]","[48, 780, 127, 840]"
1467,P335940,Obv,saa06,119,213,"[755, 1021, 862, 1086]","[461, 772, 568, 837]"
1467,P335940,Obv,saa06,576,219,"[505, 1032, 557, 1096]","[211, 783, 263, 847]"
1467,P335940,Obv,saa06,86,48,"[581, 1153, 693, 1222]","[287, 904, 399, 973]"
1467,P335940,Obv,saa06,839,11,"[694, 1153, 739, 1209]","[400, 904, 445, 960]"
1467,P335940,Obv,saa06,111,8,"[745, 1142, 857, 1205]","[451, 893, 563, 956]"
