segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
50,P336614,Obv,train,120,49,"[640, 157, 814, 224]","[156, 104, 330, 171]"
50,P336614,Obv,train,258,183,"[675, 213, 812, 280]","[191, 160, 328, 227]"
50,P336614,Obv,train,111,8,"[914, 214, 1021, 277]","[430, 161, 537, 224]"
50,P336614,Obv,train,255,36,"[696, 272, 775, 340]","[212, 219, 291, 287]"
50,P336614,Obv,train,266,119,"[768, 271, 856, 346]","[284, 218, 372, 293]"
50,P336614,Obv,train,859,1,"[852, 275, 887, 360]","[368, 222, 403, 307]"
50,P336614,Obv,train,495,3,"[882, 272, 956, 351]","[398, 219, 472, 298]"
50,P336614,Obv,train,553,35,"[729, 329, 937, 388]","[245, 276, 453, 335]"
50,P336614,Obv,train,490,30,"[933, 331, 1054, 384]","[449, 278, 570, 331]"
50,P336614,Obv,train,753,81,"[779, 379, 924, 425]","[295, 326, 440, 372]"
50,P336614,Obv,train,498,19,"[951, 369, 1045, 424]","[467, 316, 561, 371]"
50,P336614,Obv,train,357,134,"[655, 368, 761, 435]","[171, 315, 277, 382]"
50,P336614,Obv,train,381,45,"[630, 265, 704, 353]","[146, 212, 220, 300]"
50,P336614,Obv,train,381,45,"[955, 262, 1036, 341]","[471, 209, 552, 288]"
50,P336614,Obv,train,255,36,"[561, 268, 635, 335]","[77, 215, 151, 282]"
