segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
4,VAT10601,,train,544,223,"[1568, 2240, 1964, 2480]","[1568, 2240, 1964, 2480]"
4,VAT10601,,train,807,114,"[2710, 1178, 3046, 1346]","[2308, 298, 2644, 466]"
4,VAT10601,,train,490,30,"[2672, 1342, 3012, 1506]","[2270, 462, 2610, 626]"
4,VAT10601,,train,89,108,"[2750, 1514, 3014, 1712]","[2348, 634, 2612, 832]"
4,VAT10601,,train,252,80,"[2980, 1500, 3180, 1698]","[2578, 620, 2778, 818]"
4,VAT10601,,train,490,30,"[2504, 1516, 2800, 1720]","[2102, 636, 2398, 840]"
4,VAT10601,,train,132,90,"[2298, 1552, 2528, 1710]","[1896, 672, 2126, 830]"
4,VAT10601,,train,89,108,"[2304, 1698, 2580, 1924]","[1902, 818, 2178, 1044]"
4,VAT10601,,train,252,80,"[2552, 1710, 2814, 1880]","[2150, 830, 2412, 1000]"
4,VAT10601,,train,580,87,"[2770, 1688, 3046, 1868]","[2368, 808, 2644, 988]"
4,VAT10601,,train,490,30,"[2050, 1726, 2350, 1928]","[1648, 846, 1948, 1048]"
4,VAT10601,,train,252,80,"[2188, 1896, 2504, 2088]","[1786, 1016, 2102, 1208]"
4,VAT10601,,train,580,87,"[2492, 1868, 2782, 2082]","[2090, 988, 2380, 1202]"
4,VAT10601,,train,596,39,"[2720, 1832, 2982, 2056]","[2318, 952, 2580, 1176]"
4,VAT10601,,train,859,1,"[1612, 2122, 1760, 2324]","[1210, 1242, 1358, 1444]"
4,VAT10601,,train,248,5,"[1738, 2124, 2114, 2298]","[1336, 1244, 1712, 1418]"
4,VAT10601,,train,828,88,"[2092, 2094, 2366, 2290]","[1690, 1214, 1964, 1410]"
4,VAT10601,,train,14,24,"[2336, 2070, 2672, 2298]","[1934, 1190, 2270, 1418]"
4,VAT10601,,train,118,83,"[2636, 2032, 2968, 2242]","[2234, 1152, 2566, 1362]"
4,VAT10601,,train,10,26,"[2284, 2272, 2486, 2444]","[1882, 1392, 2084, 1564]"
4,VAT10601,,train,358,21,"[2704, 2252, 2944, 2432]","[2302, 1372, 2542, 1552]"
4,VAT10601,,train,110,4,"[2476, 2224, 2730, 2462]","[2074, 1344, 2328, 1582]"
4,VAT10601,,train,544,223,"[1568, 2240, 1964, 2480]","[1166, 1360, 1562, 1600]"
4,VAT10601,,train,118,83,"[1958, 2262, 2296, 2474]","[1556, 1382, 1894, 1594]"
4,VAT10601,,train,252,80,"[2394, 2452, 2658, 2602]","[1992, 1572, 2256, 1722]"
4,VAT10601,,train,589,18,"[2604, 2418, 2908, 2602]","[2202, 1538, 2506, 1722]"
4,VAT10601,,train,15,109,"[1548, 2482, 1870, 2682]","[1146, 1602, 1468, 1802]"
4,VAT10601,,train,238,157,"[1842, 2492, 2154, 2666]","[1440, 1612, 1752, 1786]"
4,VAT10601,,train,142,76,"[2134, 2452, 2416, 2630]","[1732, 1572, 2014, 1750]"
4,VAT10601,,train,490,30,"[2338, 2616, 2744, 2828]","[1936, 1736, 2342, 1948]"
4,VAT10601,,train,85,23,"[1986, 2648, 2398, 2840]","[1584, 1768, 1996, 1960]"
4,VAT10601,,train,496,126,"[1730, 2652, 2034, 2874]","[1328, 1772, 1632, 1994]"
4,VAT10601,,train,381,45,"[1480, 2678, 1778, 2876]","[1078, 1798, 1376, 1996]"
4,VAT10601,,train,110,4,"[2248, 2854, 2590, 3032]","[1846, 1974, 2188, 2152]"
4,VAT10601,,train,252,80,"[2044, 2832, 2306, 3008]","[1642, 1952, 1904, 2128]"
4,VAT10601,,train,698,37,"[1714, 2856, 2090, 3048]","[1312, 1976, 1688, 2168]"
4,VAT10601,,train,552,13,"[1532, 2870, 1786, 3040]","[1130, 1990, 1384, 2160]"
