segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
2345,P336637,Obv,saa06,119,213,"[124, 72, 171, 122]","[88, 63, 135, 113]"
2345,P336637,Obv,saa06,839,11,"[225, 68, 260, 114]","[189, 59, 224, 105]"
2345,P336637,Obv,saa06,112,17,"[204, 312, 253, 358]","[168, 303, 217, 349]"
2345,P336637,Obv,saa06,380,62,"[245, 263, 284, 311]","[209, 254, 248, 302]"
2345,P336637,Obv,saa06,380,62,"[165, 74, 228, 115]","[129, 65, 192, 106]"
2345,P336637,Obv,saa06,851,68,"[265, 214, 304, 260]","[229, 205, 268, 251]"
2345,P336637,Obv,saa06,24,58,"[139, 169, 211, 220]","[103, 160, 175, 211]"
2345,P336637,Obv,saa06,89,108,"[201, 165, 260, 212]","[165, 156, 224, 203]"
2345,P336637,Obv,saa06,485,158,"[233, 112, 303, 157]","[197, 103, 267, 148]"
2345,P336637,Obv,saa06,248,5,"[70, 71, 128, 135]","[34, 62, 92, 126]"
2345,P336637,Obv,saa06,851,68,"[67, 127, 116, 192]","[31, 118, 80, 183]"
2345,P336637,Obv,saa06,580,87,"[175, 110, 237, 167]","[139, 101, 201, 158]"
2345,P336637,Obv,saa06,504,178,"[111, 117, 177, 183]","[75, 108, 141, 174]"
2345,P336637,Obv,saa06,24,58,"[67, 178, 143, 227]","[31, 169, 107, 218]"
2345,P336637,Obv,saa06,548,57,"[259, 157, 319, 212]","[223, 148, 283, 203]"
2345,P336637,Obv,saa06,252,80,"[214, 211, 267, 259]","[178, 202, 231, 250]"
2345,P336637,Obv,saa06,566,148,"[148, 214, 223, 271]","[112, 205, 187, 262]"
2345,P336637,Obv,saa06,498,19,"[135, 319, 208, 375]","[99, 310, 172, 366]"
2345,P336637,Obv,saa06,672,122,"[195, 358, 263, 411]","[159, 349, 227, 402]"
2345,P336637,Obv,saa06,839,11,"[252, 355, 295, 407]","[216, 346, 259, 398]"
2345,P336637,Obv,saa06,748,14,"[151, 359, 188, 416]","[115, 350, 152, 407]"
