segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
21,P336128,Rev,test,495,3,"[625, 1445, 701, 1500]","[253, 288, 329, 343]"
21,P336128,Rev,test,110,4,"[868, 1594, 958, 1657]","[496, 437, 586, 500]"
21,P336128,Rev,test,248,5,"[1077, 1294, 1163, 1337]","[705, 137, 791, 180]"
21,P336128,Rev,test,248,5,"[443, 1573, 518, 1629]","[71, 416, 146, 472]"
21,P336128,Rev,test,248,5,"[437, 1516, 526, 1586]","[65, 359, 154, 429]"
21,P336128,Rev,test,839,11,"[764, 1489, 818, 1552]","[392, 332, 446, 395]"
21,P336128,Rev,test,839,11,"[1297, 1545, 1344, 1591]","[925, 388, 972, 434]"
21,P336128,Rev,test,839,11,"[1168, 1443, 1216, 1503]","[796, 286, 844, 346]"
21,P336128,Rev,test,839,11,"[982, 1254, 1024, 1296]","[610, 97, 652, 139]"
21,P336128,Rev,test,839,11,"[1317, 1343, 1354, 1399]","[945, 186, 982, 242]"
21,P336128,Rev,test,839,11,"[1253, 1542, 1298, 1594]","[881, 385, 926, 437]"
21,P336128,Rev,test,839,11,"[1288, 1496, 1328, 1550]","[916, 339, 956, 393]"
21,P336128,Rev,test,839,11,"[1251, 1496, 1292, 1549]","[879, 339, 920, 392]"
21,P336128,Rev,test,552,13,"[1101, 1384, 1170, 1442]","[729, 227, 798, 285]"
21,P336128,Rev,test,589,18,"[917, 1332, 1001, 1389]","[545, 175, 629, 232]"
21,P336128,Rev,test,589,18,"[1332, 1247, 1387, 1297]","[960, 90, 1015, 140]"
21,P336128,Rev,test,358,21,"[678, 1545, 748, 1605]","[306, 388, 376, 448]"
21,P336128,Rev,test,358,21,"[1118, 1335, 1197, 1393]","[746, 178, 825, 236]"
21,P336128,Rev,test,10,26,"[1094, 1537, 1169, 1592]","[722, 380, 797, 435]"
21,P336128,Rev,test,10,26,"[1040, 1485, 1092, 1537]","[668, 328, 720, 380]"
21,P336128,Rev,test,10,26,"[570, 1565, 619, 1615]","[198, 408, 247, 458]"
21,P336128,Rev,test,469,28,"[660, 1606, 727, 1664]","[288, 449, 355, 507]"
21,P336128,Rev,test,490,30,"[789, 1382, 878, 1433]","[417, 225, 506, 276]"
21,P336128,Rev,test,808,38,"[737, 1388, 796, 1433]","[365, 231, 424, 276]"
21,P336128,Rev,test,596,39,"[534, 1449, 592, 1512]","[162, 292, 220, 355]"
21,P336128,Rev,test,511,42,"[956, 1386, 1064, 1440]","[584, 229, 692, 283]"
21,P336128,Rev,test,754,56,"[515, 1629, 560, 1679]","[143, 472, 188, 522]"
21,P336128,Rev,test,24,58,"[775, 1599, 880, 1654]","[403, 442, 508, 497]"
21,P336128,Rev,test,851,68,"[1001, 1482, 1042, 1535]","[629, 325, 670, 378]"
21,P336128,Rev,test,142,76,"[749, 1548, 821, 1598]","[377, 391, 449, 441]"
21,P336128,Rev,test,142,76,"[927, 1297, 1005, 1340]","[555, 140, 633, 183]"
21,P336128,Rev,test,724,79,"[1319, 1492, 1386, 1547]","[947, 335, 1014, 390]"
21,P336128,Rev,test,260,84,"[1207, 1394, 1341, 1447]","[835, 237, 969, 290]"
21,P336128,Rev,test,252,80,"[1048, 1391, 1108, 1437]","[676, 234, 736, 280]"
21,P336128,Rev,test,812,82,"[1048, 1433, 1105, 1487]","[676, 276, 733, 330]"
21,P336128,Rev,test,807,114,"[926, 1534, 987, 1594]","[554, 377, 615, 437]"
21,P336128,Rev,test,812,82,"[1325, 1438, 1373, 1491]","[953, 281, 1001, 334]"
21,P336128,Rev,test,118,83,"[591, 1500, 672, 1563]","[219, 343, 300, 406]"
21,P336128,Rev,test,260,84,"[673, 1498, 782, 1553]","[301, 341, 410, 396]"
21,P336128,Rev,test,260,84,"[825, 1540, 917, 1597]","[453, 383, 545, 440]"
21,P336128,Rev,test,260,84,"[571, 1620, 656, 1670]","[199, 463, 284, 513]"
21,P336128,Rev,test,737,100,"[698, 1432, 771, 1499]","[326, 275, 399, 342]"
21,P336128,Rev,test,181,107,"[925, 1480, 998, 1536]","[553, 323, 626, 379]"
21,P336128,Rev,test,89,108,"[1258, 1252, 1324, 1298]","[886, 95, 952, 141]"
21,P336128,Rev,test,89,108,"[1104, 1441, 1175, 1495]","[732, 284, 803, 338]"
21,P336128,Rev,test,856,111,"[613, 1553, 670, 1618]","[241, 396, 298, 461]"
21,P336128,Rev,test,464,113,"[512, 1576, 567, 1628]","[140, 419, 195, 471]"
21,P336128,Rev,test,543,139,"[1019, 1587, 1087, 1650]","[647, 430, 715, 493]"
21,P336128,Rev,test,543,139,"[1078, 1240, 1157, 1297]","[706, 83, 785, 140]"
21,P336128,Rev,test,350,25,"[970, 1214, 1062, 1259]","[598, 57, 690, 102]"
21,P336128,Rev,test,828,88,"[1049, 1206, 1123, 1261]","[677, 49, 751, 104]"
21,P336128,Rev,test,98,41,"[1116, 1207, 1207, 1253]","[744, 50, 835, 96]"
21,P336128,Rev,test,10,26,"[1193, 1200, 1275, 1260]","[821, 43, 903, 103]"
21,P336128,Rev,test,110,4,"[1246, 1200, 1319, 1262]","[874, 43, 947, 105]"
21,P336128,Rev,test,754,56,"[1309, 1204, 1358, 1262]","[937, 47, 986, 105]"
21,P336128,Rev,test,498,19,"[1344, 1213, 1401, 1260]","[972, 56, 1029, 103]"
21,P336128,Rev,test,561,65,"[893, 1257, 995, 1296]","[521, 100, 623, 139]"
21,P336128,Rev,test,379,44,"[1026, 1253, 1088, 1297]","[654, 96, 716, 140]"
21,P336128,Rev,test,631,94,"[1148, 1242, 1202, 1298]","[776, 85, 830, 141]"
21,P336128,Rev,test,358,21,"[1191, 1240, 1269, 1301]","[819, 83, 897, 144]"
