segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
1,VAT13604Rs,Rev,train,578,98,"[2452, 393, 2648, 546]","[2452, 393, 2648, 546]"
1,VAT13604Rs,Rev,train,484,99,"[2331, 528, 2690, 681]","[2331, 528, 2690, 681]"
1,VAT13604Rs,Rev,train,578,98,"[2820, 505, 2998, 646]","[2820, 505, 2998, 646]"
1,VAT13604Rs,Rev,train,737,100,"[2270, 913, 2568, 1061]","[2270, 913, 2568, 1061]"
1,VAT13604Rs,Rev,train,180,101,"[2999, 905, 3375, 1064]","[2999, 905, 3375, 1064]"
1,VAT13604Rs,Rev,train,491,102,"[2699, 1128, 3062, 1307]","[2699, 1128, 3062, 1307]"
1,VAT13604Rs,Rev,train,737,100,"[2482, 1275, 2763, 1427]","[2482, 1275, 2763, 1427]"
1,VAT13604Rs,Rev,train,635,103,"[2912, 1407, 3219, 1591]","[2912, 1407, 3219, 1591]"
1,VAT13604Rs,Rev,train,184,104,"[785, 1788, 1144, 1978]","[785, 1788, 1144, 1978]"
1,VAT13604Rs,Rev,train,612,105,"[2556, 1709, 2730, 1906]","[2556, 1709, 2730, 1906]"
1,VAT13604Rs,Rev,train,756,106,"[2442, 1872, 2789, 2061]","[2442, 1872, 2789, 2061]"
1,VAT13604Rs,Rev,train,181,107,"[2145, 2215, 2468, 2368]","[2145, 2215, 2468, 2368]"
1,VAT13604Rs,Rev,train,89,108,"[1018, 2405, 1348, 2585]","[1018, 2405, 1348, 2585]"
1,VAT13604Rs,Rev,train,15,109,"[1747, 3180, 2065, 3319]","[1747, 3180, 2065, 3319]"
1,VAT13604Rs,Rev,train,140,110,"[2335, 3065, 2736, 3239]","[2335, 3065, 2736, 3239]"
1,VAT13604Rs,Rev,train,856,111,"[2981, 3055, 3187, 3265]","[2981, 3055, 3187, 3265]"
1,VAT13604Rs,Rev,train,585,112,"[1452, 3541, 1822, 3735]","[1452, 3541, 1822, 3735]"
1,VAT13604Rs,Rev,train,464,113,"[2037, 3503, 2431, 3728]","[2037, 3503, 2431, 3728]"
1,VAT13604Rs,Rev,train,807,114,"[1483, 3936, 1844, 4108]","[1483, 3936, 1844, 4108]"
1,VAT13604Rs,Rev,train,578,98,"[2452, 393, 2648, 546]","[2142, 269, 2338, 422]"
1,VAT13604Rs,Rev,train,10,26,"[2718, 401, 3087, 532]","[2408, 277, 2777, 408]"
1,VAT13604Rs,Rev,train,380,62,"[3089, 380, 3393, 536]","[2779, 256, 3083, 412]"
1,VAT13604Rs,Rev,train,484,99,"[2331, 528, 2690, 681]","[2021, 404, 2380, 557]"
1,VAT13604Rs,Rev,train,578,98,"[2820, 505, 2998, 646]","[2510, 381, 2688, 522]"
1,VAT13604Rs,Rev,train,839,11,"[3143, 504, 3400, 641]","[2833, 380, 3090, 517]"
1,VAT13604Rs,Rev,train,1,2,"[2157, 666, 2488, 750]","[1847, 542, 2178, 626]"
1,VAT13604Rs,Rev,train,16,73,"[2494, 639, 2907, 780]","[2184, 515, 2597, 656]"
1,VAT13604Rs,Rev,train,98,41,"[3055, 622, 3310, 763]","[2745, 498, 3000, 639]"
1,VAT13604Rs,Rev,train,85,23,"[2163, 744, 2617, 931]","[1853, 620, 2307, 807]"
1,VAT13604Rs,Rev,train,748,14,"[2605, 792, 2748, 941]","[2295, 668, 2438, 817]"
1,VAT13604Rs,Rev,train,10,26,"[2703, 768, 3069, 932]","[2393, 644, 2759, 808]"
1,VAT13604Rs,Rev,train,498,19,"[3069, 777, 3359, 914]","[2759, 653, 3049, 790]"
1,VAT13604Rs,Rev,train,748,14,"[2191, 944, 2319, 1103]","[1881, 820, 2009, 979]"
1,VAT13604Rs,Rev,train,737,100,"[2270, 913, 2568, 1061]","[1960, 789, 2258, 937]"
1,VAT13604Rs,Rev,train,869,10,"[2507, 907, 2759, 1095]","[2197, 783, 2449, 971]"
1,VAT13604Rs,Rev,train,839,11,"[2680, 935, 2831, 1106]","[2370, 811, 2521, 982]"
1,VAT13604Rs,Rev,train,839,11,"[2825, 926, 3012, 1099]","[2515, 802, 2702, 975]"
1,VAT13604Rs,Rev,train,180,101,"[2999, 905, 3375, 1064]","[2689, 781, 3065, 940]"
1,VAT13604Rs,Rev,train,24,58,"[2271, 1138, 2728, 1282]","[1961, 1014, 2418, 1158]"
1,VAT13604Rs,Rev,train,491,102,"[2699, 1128, 3062, 1307]","[2389, 1004, 2752, 1183]"
1,VAT13604Rs,Rev,train,552,13,"[3080, 1134, 3348, 1277]","[2770, 1010, 3038, 1153]"
1,VAT13604Rs,Rev,train,1,2,"[2188, 1299, 2499, 1411]","[1878, 1175, 2189, 1287]"
1,VAT13604Rs,Rev,train,737,100,"[2482, 1275, 2763, 1427]","[2172, 1151, 2453, 1303]"
1,VAT13604Rs,Rev,train,859,1,"[2845, 1301, 3050, 1461]","[2535, 1177, 2740, 1337]"
1,VAT13604Rs,Rev,train,552,13,"[3085, 1256, 3354, 1432]","[2775, 1132, 3044, 1308]"
1,VAT13604Rs,Rev,train,750,47,"[2075, 1440, 2456, 1551]","[1765, 1316, 2146, 1427]"
1,VAT13604Rs,Rev,train,808,38,"[2440, 1435, 2692, 1596]","[2130, 1311, 2382, 1472]"
1,VAT13604Rs,Rev,train,14,24,"[2646, 1463, 2955, 1576]","[2336, 1339, 2645, 1452]"
1,VAT13604Rs,Rev,train,635,103,"[2912, 1407, 3219, 1591]","[2602, 1283, 2909, 1467]"
1,VAT13604Rs,Rev,train,869,10,"[3183, 1393, 3368, 1550]","[2873, 1269, 3058, 1426]"
1,VAT13604Rs,Rev,train,14,24,"[1055, 1653, 1431, 1771]","[745, 1529, 1121, 1647]"
1,VAT13604Rs,Rev,train,869,10,"[2206, 1559, 2431, 1728]","[1896, 1435, 2121, 1604]"
1,VAT13604Rs,Rev,train,110,4,"[2691, 1582, 3007, 1757]","[2381, 1458, 2697, 1633]"
1,VAT13604Rs,Rev,train,358,21,"[3096, 1550, 3323, 1741]","[2786, 1426, 3013, 1617]"
1,VAT13604Rs,Rev,train,184,104,"[785, 1788, 1144, 1978]","[475, 1664, 834, 1854]"
1,VAT13604Rs,Rev,train,120,49,"[1105, 1766, 1345, 1955]","[795, 1642, 1035, 1831]"
1,VAT13604Rs,Rev,train,16,73,"[1280, 1777, 1589, 1929]","[970, 1653, 1279, 1805]"
1,VAT13604Rs,Rev,train,552,13,"[1579, 1762, 1811, 1907]","[1269, 1638, 1501, 1783]"
1,VAT13604Rs,Rev,train,552,13,"[1821, 1758, 2079, 1899]","[1511, 1634, 1769, 1775]"
1,VAT13604Rs,Rev,train,599,27,"[2290, 1688, 2477, 1900]","[1980, 1564, 2167, 1776]"
1,VAT13604Rs,Rev,train,869,10,"[2441, 1734, 2607, 1899]","[2131, 1610, 2297, 1775]"
1,VAT13604Rs,Rev,train,612,105,"[2556, 1709, 2730, 1906]","[2246, 1585, 2420, 1782]"
1,VAT13604Rs,Rev,train,596,39,"[2685, 1726, 2914, 1917]","[2375, 1602, 2604, 1793]"
1,VAT13604Rs,Rev,train,24,58,"[2852, 1767, 3140, 1897]","[2542, 1643, 2830, 1773]"
1,VAT13604Rs,Rev,train,24,58,"[3139, 1717, 3405, 1888]","[2829, 1593, 3095, 1764]"
1,VAT13604Rs,Rev,train,511,42,"[724, 1945, 1098, 2100]","[414, 1821, 788, 1976]"
1,VAT13604Rs,Rev,train,859,1,"[1139, 1936, 1311, 2106]","[829, 1812, 1001, 1982]"
1,VAT13604Rs,Rev,train,839,11,"[1296, 1932, 1481, 2087]","[986, 1808, 1171, 1963]"
1,VAT13604Rs,Rev,train,869,10,"[1436, 1934, 1653, 2102]","[1126, 1810, 1343, 1978]"
1,VAT13604Rs,Rev,train,596,39,"[1805, 1890, 2041, 2093]","[1495, 1766, 1731, 1969]"
1,VAT13604Rs,Rev,train,748,14,"[2047, 1931, 2206, 2103]","[1737, 1807, 1896, 1979]"
1,VAT13604Rs,Rev,train,839,11,"[2320, 1909, 2502, 2091]","[2010, 1785, 2192, 1967]"
1,VAT13604Rs,Rev,train,756,106,"[2442, 1872, 2789, 2061]","[2132, 1748, 2479, 1937]"
1,VAT13604Rs,Rev,train,111,8,"[2776, 1882, 3101, 2073]","[2466, 1758, 2791, 1949]"
1,VAT13604Rs,Rev,train,552,13,"[3076, 1878, 3354, 2052]","[2766, 1754, 3044, 1928]"
1,VAT13604Rs,Rev,train,748,14,"[559, 2155, 654, 2305]","[249, 2031, 344, 2181]"
1,VAT13604Rs,Rev,train,869,10,"[1077, 2100, 1294, 2248]","[767, 1976, 984, 2124]"
1,VAT13604Rs,Rev,train,112,17,"[1252, 2069, 1575, 2259]","[942, 1945, 1265, 2135]"
1,VAT13604Rs,Rev,train,724,79,"[1600, 2071, 1850, 2277]","[1290, 1947, 1540, 2153]"
1,VAT13604Rs,Rev,train,120,49,"[1847, 2064, 2079, 2271]","[1537, 1940, 1769, 2147]"
1,VAT13604Rs,Rev,train,9,40,"[2070, 2078, 2381, 2215]","[1760, 1954, 2071, 2091]"
1,VAT13604Rs,Rev,train,812,82,"[2366, 2061, 2679, 2225]","[2056, 1937, 2369, 2101]"
