segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
57,P334828,Rev,saa09,813,353,"[750, 125, 809, 175]","[53, 49, 112, 99]"
57,P334828,Rev,saa09,358,21,"[806, 124, 863, 169]","[109, 48, 166, 93]"
57,P334828,Rev,saa09,839,11,"[1211, 120, 1259, 173]","[514, 44, 562, 97]"
57,P334828,Rev,saa09,839,11,"[1280, 131, 1332, 180]","[583, 55, 635, 104]"
57,P334828,Rev,saa09,737,100,"[734, 161, 791, 212]","[37, 85, 94, 136]"
57,P334828,Rev,saa09,252,80,"[782, 170, 835, 213]","[85, 94, 138, 137]"
57,P334828,Rev,saa09,298,52,"[1174, 164, 1260, 218]","[477, 88, 563, 142]"
57,P334828,Rev,saa09,358,21,"[1276, 161, 1363, 209]","[579, 85, 666, 133]"
57,P334828,Rev,saa09,142,76,"[1159, 212, 1251, 265]","[462, 136, 554, 189]"
57,P334828,Rev,saa09,24,58,"[1264, 203, 1388, 249]","[567, 127, 691, 173]"
57,P334828,Rev,saa09,5,184,"[721, 229, 773, 283]","[24, 153, 76, 207]"
57,P334828,Rev,saa09,869,10,"[765, 241, 808, 296]","[68, 165, 111, 220]"
57,P334828,Rev,saa09,6,196,"[807, 249, 863, 305]","[110, 173, 166, 229]"
57,P334828,Rev,saa09,869,10,"[854, 255, 894, 305]","[157, 179, 197, 229]"
57,P334828,Rev,saa09,136,156,"[892, 256, 980, 306]","[195, 180, 283, 230]"
57,P334828,Rev,saa09,560,121,"[1134, 255, 1210, 304]","[437, 179, 513, 228]"
57,P334828,Rev,saa09,561,65,"[1211, 247, 1287, 295]","[514, 171, 590, 219]"
57,P334828,Rev,saa09,839,11,"[1294, 244, 1340, 292]","[597, 168, 643, 216]"
57,P334828,Rev,saa09,589,18,"[1347, 231, 1412, 278]","[650, 155, 715, 202]"
