segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
48,P336634,Obv,train,151,194,"[182, 264, 260, 324]","[182, 264, 260, 324]"
48,P336634,Obv,train,494,177,"[212, 231, 289, 265]","[212, 231, 289, 265]"
48,P336634,Obv,train,259,195,"[257, 256, 370, 316]","[257, 256, 370, 316]"
48,P336634,Obv,train,259,195,"[249, 309, 370, 376]","[249, 309, 370, 376]"
48,P336634,Obv,train,6,196,"[122, 31, 228, 91]","[122, 31, 228, 91]"
48,P336634,Obv,train,701,185,"[383, 482, 520, 541]","[383, 482, 520, 541]"
48,P336634,Obv,train,300,197,"[201, 546, 314, 607]","[201, 546, 314, 607]"
48,P336634,Obv,train,113,31,"[71, 97, 137, 150]","[69, 97, 135, 150]"
48,P336634,Obv,train,113,31,"[64, 154, 135, 212]","[62, 154, 133, 212]"
48,P336634,Obv,train,10,26,"[138, 442, 238, 512]","[136, 442, 236, 512]"
48,P336634,Obv,train,737,100,"[333, 429, 411, 488]","[331, 429, 409, 488]"
48,P336634,Obv,train,248,5,"[233, 428, 343, 491]","[231, 428, 341, 491]"
48,P336634,Obv,train,113,31,"[64, 445, 134, 505]","[62, 445, 132, 505]"
48,P336634,Obv,train,113,31,"[70, 391, 144, 446]","[68, 391, 142, 446]"
48,P336634,Obv,train,113,31,"[70, 333, 131, 387]","[68, 333, 129, 387]"
48,P336634,Obv,train,113,31,"[68, 267, 135, 326]","[66, 267, 133, 326]"
48,P336634,Obv,train,113,31,"[65, 498, 139, 564]","[63, 498, 137, 564]"
48,P336634,Obv,train,113,31,"[64, 565, 126, 625]","[62, 565, 124, 625]"
48,P336634,Obv,train,1,2,"[137, 265, 184, 317]","[135, 265, 182, 317]"
48,P336634,Obv,train,151,194,"[182, 264, 260, 324]","[180, 264, 258, 324]"
48,P336634,Obv,train,120,49,"[172, 234, 217, 267]","[170, 234, 215, 267]"
48,P336634,Obv,train,494,177,"[212, 231, 289, 265]","[210, 231, 287, 265]"
48,P336634,Obv,train,259,195,"[257, 256, 370, 316]","[255, 256, 368, 316]"
48,P336634,Obv,train,259,195,"[249, 309, 370, 376]","[247, 309, 368, 376]"
48,P336634,Obv,train,184,104,"[143, 374, 295, 441]","[141, 374, 293, 441]"
48,P336634,Obv,train,567,96,"[289, 372, 386, 429]","[287, 372, 384, 429]"
48,P336634,Obv,train,711,86,"[167, 318, 255, 379]","[165, 318, 253, 379]"
48,P336634,Obv,train,748,14,"[151, 320, 194, 391]","[149, 320, 192, 391]"
48,P336634,Obv,train,1,2,"[144, 500, 209, 554]","[142, 500, 207, 554]"
48,P336634,Obv,train,748,14,"[312, 550, 335, 599]","[310, 550, 333, 599]"
48,P336634,Obv,train,748,14,"[331, 548, 359, 601]","[329, 548, 357, 601]"
48,P336634,Obv,train,711,86,"[346, 538, 414, 596]","[344, 538, 412, 596]"
48,P336634,Obv,train,567,96,"[408, 536, 477, 596]","[406, 536, 475, 596]"
48,P336634,Obv,train,747,95,"[198, 494, 283, 555]","[196, 494, 281, 555]"
48,P336634,Obv,train,6,196,"[122, 31, 228, 91]","[120, 31, 226, 91]"
48,P336634,Obv,train,736,77,"[128, 85, 221, 149]","[126, 85, 219, 149]"
48,P336634,Obv,train,511,42,"[207, 84, 300, 143]","[205, 84, 298, 143]"
48,P336634,Obv,train,808,38,"[186, 140, 267, 198]","[184, 140, 265, 198]"
48,P336634,Obv,train,469,28,"[126, 143, 198, 204]","[124, 143, 196, 204]"
48,P336634,Obv,train,644,187,"[276, 481, 397, 547]","[274, 481, 395, 547]"
48,P336634,Obv,train,701,185,"[383, 482, 520, 541]","[381, 482, 518, 541]"
48,P336634,Obv,train,300,197,"[201, 546, 314, 607]","[199, 546, 312, 607]"
48,P336634,Obv,train,248,5,"[408, 425, 504, 484]","[406, 425, 502, 484]"
