segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
0,P313634,Rev,saa09,560,121,"[365, 91, 424, 132]","[70, 45, 129, 86]"
0,P313634,Rev,saa09,142,76,"[416, 89, 470, 129]","[121, 43, 175, 83]"
0,P313634,Rev,saa09,142,76,"[330, 130, 375, 174]","[35, 84, 80, 128]"
0,P313634,Rev,saa09,85,23,"[366, 122, 431, 171]","[71, 76, 136, 125]"
0,P313634,Rev,saa09,737,100,"[421, 121, 468, 167]","[126, 75, 173, 121]"
0,P313634,Rev,saa09,839,11,"[461, 120, 489, 166]","[166, 74, 194, 120]"
0,P313634,Rev,saa09,596,39,"[329, 166, 355, 207]","[34, 120, 60, 161]"
0,P313634,Rev,saa09,753,81,"[349, 167, 378, 204]","[54, 121, 83, 158]"
0,P313634,Rev,saa09,578,98,"[411, 192, 442, 230]","[116, 146, 147, 184]"
0,P313634,Rev,saa09,358,21,"[375, 196, 418, 236]","[80, 150, 123, 190]"
0,P313634,Rev,saa09,859,1,"[436, 195, 463, 233]","[141, 149, 168, 187]"
0,P313634,Rev,saa09,748,14,"[456, 188, 473, 234]","[161, 142, 178, 188]"
0,P313634,Rev,saa09,1,2,"[466, 198, 480, 222]","[171, 152, 185, 176]"
0,P313634,Rev,saa09,151,194,"[476, 187, 509, 231]","[181, 141, 214, 185]"
0,P313634,Rev,saa09,379,44,"[504, 180, 537, 231]","[209, 134, 242, 185]"
0,P313634,Rev,saa09,839,11,"[531, 183, 561, 229]","[236, 137, 266, 183]"
0,P313634,Rev,saa09,724,79,"[331, 239, 367, 273]","[36, 193, 72, 227]"
0,P313634,Rev,saa09,358,21,"[362, 227, 399, 265]","[67, 181, 104, 219]"
0,P313634,Rev,saa09,578,98,"[391, 226, 433, 273]","[96, 180, 138, 227]"
0,P313634,Rev,saa09,578,98,"[423, 227, 457, 264]","[128, 181, 162, 218]"
0,P313634,Rev,saa09,490,30,"[449, 225, 496, 265]","[154, 179, 201, 219]"
0,P313634,Rev,saa09,221,176,"[493, 224, 546, 259]","[198, 178, 251, 213]"
0,P313634,Rev,saa09,1,2,"[343, 278, 372, 307]","[48, 232, 77, 261]"
0,P313634,Rev,saa09,736,77,"[362, 270, 408, 310]","[67, 224, 113, 264]"
0,P313634,Rev,saa09,85,23,"[441, 258, 510, 300]","[146, 212, 215, 254]"
0,P313634,Rev,saa09,260,84,"[498, 255, 553, 298]","[203, 209, 258, 252]"
0,P313634,Rev,saa09,708,173,"[347, 306, 381, 345]","[52, 260, 86, 299]"
0,P313634,Rev,saa09,379,44,"[375, 302, 407, 341]","[80, 256, 112, 295]"
0,P313634,Rev,saa09,148,145,"[401, 300, 448, 343]","[106, 254, 153, 297]"
0,P313634,Rev,saa09,596,39,"[438, 293, 467, 340]","[143, 247, 172, 294]"
0,P313634,Rev,saa09,859,1,"[465, 294, 491, 338]","[170, 248, 196, 292]"
0,P313634,Rev,saa09,745,131,"[487, 293, 517, 336]","[192, 247, 222, 290]"
0,P313634,Rev,saa09,141,7,"[513, 289, 564, 336]","[218, 243, 269, 290]"
0,P313634,Rev,saa09,10,26,"[555, 291, 598, 335]","[260, 245, 303, 289]"
0,P313634,Rev,saa09,99,97,"[400, 337, 447, 373]","[105, 291, 152, 327]"
0,P313634,Rev,saa09,859,1,"[443, 333, 475, 374]","[148, 287, 180, 328]"
0,P313634,Rev,saa09,496,126,"[463, 335, 506, 377]","[168, 289, 211, 331]"
0,P313634,Rev,saa09,380,62,"[500, 329, 534, 372]","[205, 283, 239, 326]"
0,P313634,Rev,saa09,1,2,"[532, 333, 549, 361]","[237, 287, 254, 315]"
0,P313634,Rev,saa09,23,0,"[339, 375, 389, 422]","[44, 329, 94, 376]"
0,P313634,Rev,saa09,856,111,"[385, 372, 420, 419]","[90, 326, 125, 373]"
0,P313634,Rev,saa09,111,8,"[416, 368, 469, 409]","[121, 322, 174, 363]"
0,P313634,Rev,saa09,172,89,"[456, 369, 503, 407]","[161, 323, 208, 361]"
0,P313634,Rev,saa09,635,103,"[493, 366, 553, 408]","[198, 320, 258, 362]"
0,P313634,Rev,saa09,552,13,"[347, 415, 385, 458]","[52, 369, 90, 412]"
0,P313634,Rev,saa09,380,62,"[378, 409, 419, 456]","[83, 363, 124, 410]"
0,P313634,Rev,saa09,859,1,"[415, 408, 443, 457]","[120, 362, 148, 411]"
0,P313634,Rev,saa09,578,98,"[436, 401, 470, 447]","[141, 355, 175, 401]"
0,P313634,Rev,saa09,350,25,"[458, 402, 498, 447]","[163, 356, 203, 401]"
0,P313634,Rev,saa09,379,44,"[365, 452, 400, 494]","[70, 406, 105, 448]"
0,P313634,Rev,saa09,148,145,"[387, 450, 436, 497]","[92, 404, 141, 451]"
0,P313634,Rev,saa09,596,39,"[433, 442, 464, 490]","[138, 396, 169, 444]"
0,P313634,Rev,saa09,142,76,"[314, 499, 355, 548]","[19, 453, 60, 502]"
0,P313634,Rev,saa09,579,43,"[341, 493, 380, 541]","[46, 447, 85, 495]"
0,P313634,Rev,saa09,260,84,"[367, 487, 425, 535]","[72, 441, 130, 489]"
