segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
1830,P335653,Rev,saa06,1,2,"[506, 1310, 542, 1350]","[42, 160, 78, 200]"
1830,P335653,Rev,saa06,1,2,"[502, 1267, 532, 1306]","[38, 117, 68, 156]"
1830,P335653,Rev,saa06,839,11,"[587, 1518, 627, 1575]","[123, 368, 163, 425]"
1830,P335653,Rev,saa06,748,14,"[586, 1464, 626, 1525]","[122, 314, 162, 375]"
1830,P335653,Rev,saa06,748,14,"[602, 1601, 652, 1657]","[138, 451, 188, 507]"
1830,P335653,Rev,saa06,748,14,"[600, 1561, 632, 1613]","[136, 411, 168, 463]"
1830,P335653,Rev,saa06,748,14,"[602, 1418, 638, 1466]","[138, 268, 174, 316]"
1830,P335653,Rev,saa06,172,89,"[622, 1416, 683, 1463]","[158, 266, 219, 313]"
1830,P335653,Rev,saa06,380,62,"[625, 1290, 702, 1334]","[161, 140, 238, 184]"
1830,P335653,Rev,saa06,869,10,"[694, 1275, 746, 1336]","[230, 125, 282, 186]"
1830,P335653,Rev,saa06,812,82,"[675, 1502, 717, 1551]","[211, 352, 253, 401]"
1830,P335653,Rev,saa06,351,120,"[615, 1453, 715, 1507]","[151, 303, 251, 357]"
1830,P335653,Rev,saa06,143,64,"[625, 1551, 700, 1603]","[161, 401, 236, 453]"
1830,P335653,Rev,saa06,164,78,"[627, 1506, 679, 1558]","[163, 356, 215, 408]"
1830,P335653,Rev,saa06,252,80,"[641, 1338, 714, 1388]","[177, 188, 250, 238]"
1830,P335653,Rev,saa06,724,79,"[525, 1571, 608, 1617]","[61, 421, 144, 467]"
1830,P335653,Rev,saa06,724,79,"[534, 1613, 613, 1665]","[70, 463, 149, 515]"
1830,P335653,Rev,saa06,737,100,"[524, 1261, 577, 1307]","[60, 111, 113, 157]"
1830,P335653,Rev,saa06,181,107,"[672, 1408, 746, 1455]","[208, 258, 282, 305]"
1830,P335653,Rev,saa06,724,79,"[526, 1523, 598, 1572]","[62, 373, 134, 422]"
1830,P335653,Rev,saa06,724,79,"[516, 1475, 591, 1522]","[52, 325, 127, 372]"
