segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
2310,P335959,Obv,saa06,559,190,"[981, 427, 1059, 509]","[565, 76, 643, 158]"
2310,P335959,Obv,saa06,559,190,"[819, 501, 896, 579]","[403, 150, 480, 228]"
2310,P335959,Obv,saa06,3,191,"[1041, 495, 1102, 592]","[625, 144, 686, 241]"
2310,P335959,Obv,saa06,495,3,"[470, 759, 579, 833]","[54, 408, 163, 482]"
2310,P335959,Obv,saa06,834,54,"[566, 761, 659, 830]","[150, 410, 243, 479]"
2310,P335959,Obv,saa06,110,4,"[738, 549, 869, 627]","[322, 198, 453, 276]"
2310,P335959,Obv,saa06,230,282,"[1068, 1209, 1136, 1292]","[652, 858, 720, 941]"
2310,P335959,Obv,saa06,599,27,"[941, 725, 1078, 801]","[525, 374, 662, 450]"
2310,P335959,Obv,saa06,869,10,"[1055, 431, 1130, 502]","[639, 80, 714, 151]"
2310,P335959,Obv,saa06,869,10,"[812, 434, 877, 499]","[396, 83, 461, 148]"
2310,P335959,Obv,saa06,748,14,"[810, 1026, 862, 1107]","[394, 675, 446, 756]"
2310,P335959,Obv,saa06,839,11,"[949, 1390, 1021, 1489]","[533, 1039, 605, 1138]"
2310,P335959,Obv,saa06,839,11,"[895, 734, 950, 811]","[479, 383, 534, 460]"
2310,P335959,Obv,saa06,112,17,"[855, 868, 931, 934]","[439, 517, 515, 583]"
2310,P335959,Obv,saa06,884,203,"[872, 429, 983, 496]","[456, 78, 567, 145]"
2310,P335959,Obv,saa06,10,26,"[614, 822, 687, 895]","[198, 471, 271, 544]"
2310,P335959,Obv,saa06,10,26,"[933, 502, 990, 606]","[517, 151, 574, 255]"
2310,P335959,Obv,saa06,10,26,"[850, 1022, 906, 1105]","[434, 671, 490, 754]"
2310,P335959,Obv,saa06,599,27,"[750, 1392, 851, 1467]","[334, 1041, 435, 1116]"
2310,P335959,Obv,saa06,599,27,"[595, 556, 676, 642]","[179, 205, 260, 291]"
2310,P335959,Obv,saa06,491,102,"[905, 1299, 1023, 1393]","[489, 948, 607, 1042]"
2310,P335959,Obv,saa06,86,48,"[1003, 1362, 1143, 1460]","[587, 1011, 727, 1109]"
2310,P335959,Obv,saa06,486,311,"[731, 436, 816, 501]","[315, 85, 400, 150]"
2310,P335959,Obv,saa06,754,56,"[1127, 1206, 1193, 1288]","[711, 855, 777, 937]"
2310,P335959,Obv,saa06,164,78,"[466, 546, 562, 626]","[50, 195, 146, 275]"
2310,P335959,Obv,saa06,736,77,"[1004, 787, 1108, 858]","[588, 436, 692, 507]"
2310,P335959,Obv,saa06,724,79,"[919, 795, 1020, 866]","[503, 444, 604, 515]"
2310,P335959,Obv,saa06,110,4,"[999, 1207, 1082, 1286]","[583, 856, 666, 935]"
2310,P335959,Obv,saa06,309,200,"[1005, 1284, 1079, 1378]","[589, 933, 663, 1027]"
2310,P335959,Obv,saa06,839,11,"[683, 1393, 773, 1470]","[267, 1042, 357, 1119]"
2310,P335959,Obv,saa06,580,87,"[775, 873, 860, 945]","[359, 522, 444, 594]"
2310,P335959,Obv,saa06,580,87,"[802, 1313, 911, 1394]","[386, 962, 495, 1043]"
2310,P335959,Obv,saa06,567,96,"[850, 1394, 954, 1468]","[434, 1043, 538, 1117]"
2310,P335959,Obv,saa06,292,132,"[664, 555, 753, 638]","[248, 204, 337, 287]"
2310,P335959,Obv,saa06,111,8,"[1078, 1283, 1201, 1372]","[662, 932, 785, 1021]"
2310,P335959,Obv,saa06,385,0,"[618, 428, 730, 507]","[202, 77, 314, 156]"
2310,P335959,Obv,saa06,748,14,"[1047, 850, 1098, 945]","[631, 499, 682, 594]"
2310,P335959,Obv,saa06,711,86,"[861, 799, 931, 873]","[445, 448, 515, 522]"
2310,P335959,Obv,saa06,131,261,"[572, 490, 712, 558]","[156, 139, 296, 207]"
2310,P335959,Obv,saa06,884,203,"[703, 490, 821, 558]","[287, 139, 405, 207]"
2310,P335959,Obv,saa06,302,209,"[732, 1310, 838, 1391]","[316, 959, 422, 1040]"
2310,P335959,Obv,saa06,353,212,"[645, 738, 795, 812]","[229, 387, 379, 461]"
2310,P335959,Obv,saa06,748,14,"[895, 494, 940, 604]","[479, 143, 524, 253]"
2310,P335959,Obv,saa06,464,113,"[980, 502, 1048, 609]","[564, 151, 632, 258]"
2310,P335959,Obv,saa06,380,62,"[1093, 499, 1174, 592]","[677, 148, 758, 241]"
2310,P335959,Obv,saa06,839,11,"[555, 555, 605, 658]","[139, 204, 189, 307]"
2310,P335959,Obv,saa06,748,14,"[777, 737, 827, 812]","[361, 386, 411, 461]"
2310,P335959,Obv,saa06,464,113,"[812, 739, 907, 809]","[396, 388, 491, 458]"
2310,P335959,Obv,saa06,748,14,"[569, 826, 631, 903]","[153, 475, 215, 552]"
2310,P335959,Obv,saa06,646,335,"[463, 833, 594, 910]","[47, 482, 178, 559]"
2310,P335959,Obv,saa06,646,335,"[467, 903, 610, 1000]","[51, 552, 194, 649]"
2310,P335959,Obv,saa06,464,113,"[1100, 780, 1166, 859]","[684, 429, 750, 508]"
2310,P335959,Obv,saa06,90,228,"[783, 805, 875, 875]","[367, 454, 459, 524]"
2310,P335959,Obv,saa06,596,39,"[717, 803, 785, 884]","[301, 452, 369, 533]"
2310,P335959,Obv,saa06,695,53,"[649, 810, 735, 891]","[233, 459, 319, 540]"
2310,P335959,Obv,saa06,646,335,"[928, 857, 1055, 949]","[512, 506, 639, 598]"
2310,P335959,Obv,saa06,883,170,"[1089, 845, 1145, 935]","[673, 494, 729, 584]"
2310,P335959,Obv,saa06,298,52,"[1042, 927, 1127, 1012]","[626, 576, 711, 661]"
