segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
0,VAT13604Vs,Obv,train,859,1,"[1995, 423, 2139, 573]","[1513, 283, 1657, 433]"
0,VAT13604Vs,Obv,train,1,2,"[2128, 434, 2208, 545]","[1646, 294, 1726, 405]"
0,VAT13604Vs,Obv,train,495,3,"[2202, 436, 2472, 572]","[1720, 296, 1990, 432]"
0,VAT13604Vs,Obv,train,110,4,"[2407, 412, 2693, 586]","[1925, 272, 2211, 446]"
0,VAT13604Vs,Obv,train,248,5,"[2824, 425, 3134, 571]","[2342, 285, 2652, 431]"
0,VAT13604Vs,Obv,train,110,4,"[3039, 379, 3255, 557]","[2557, 239, 2773, 417]"
0,VAT13604Vs,Obv,train,248,5,"[1722, 541, 2039, 675]","[1240, 401, 1557, 535]"
0,VAT13604Vs,Obv,train,134,6,"[1946, 534, 2231, 684]","[1464, 394, 1749, 544]"
0,VAT13604Vs,Obv,train,141,7,"[2187, 548, 2411, 696]","[1705, 408, 1929, 556]"
0,VAT13604Vs,Obv,train,111,8,"[2403, 548, 2674, 698]","[1921, 408, 2192, 558]"
0,VAT13604Vs,Obv,train,733,9,"[2728, 553, 3100, 699]","[2246, 413, 2618, 559]"
0,VAT13604Vs,Obv,train,869,10,"[3025, 577, 3191, 689]","[2543, 437, 2709, 549]"
0,VAT13604Vs,Obv,train,839,11,"[3195, 572, 3367, 704]","[2713, 432, 2885, 564]"
0,VAT13604Vs,Obv,train,686,12,"[1073, 666, 1336, 813]","[591, 526, 854, 673]"
0,VAT13604Vs,Obv,train,552,13,"[1329, 662, 1581, 819]","[847, 522, 1099, 679]"
0,VAT13604Vs,Obv,train,748,14,"[1584, 677, 1748, 805]","[1102, 537, 1266, 665]"
0,VAT13604Vs,Obv,train,514,15,"[1736, 666, 2171, 799]","[1254, 526, 1689, 659]"
0,VAT13604Vs,Obv,train,661,16,"[2121, 652, 2247, 792]","[1639, 512, 1765, 652]"
0,VAT13604Vs,Obv,train,495,3,"[2276, 695, 2600, 801]","[1794, 555, 2118, 661]"
0,VAT13604Vs,Obv,train,112,17,"[2807, 695, 3064, 804]","[2325, 555, 2582, 664]"
0,VAT13604Vs,Obv,train,589,18,"[3052, 676, 3322, 819]","[2570, 536, 2840, 679]"
0,VAT13604Vs,Obv,train,498,19,"[3285, 698, 3500, 824]","[2803, 558, 3018, 684]"
0,VAT13604Vs,Obv,train,127,20,"[701, 883, 961, 1066]","[219, 743, 479, 926]"
0,VAT13604Vs,Obv,train,127,20,"[912, 859, 1176, 1028]","[430, 719, 694, 888]"
0,VAT13604Vs,Obv,train,358,21,"[1174, 835, 1440, 983]","[692, 695, 958, 843]"
0,VAT13604Vs,Obv,train,1,2,"[1575, 838, 1861, 939]","[1093, 698, 1379, 799]"
0,VAT13604Vs,Obv,train,681,22,"[1829, 826, 2137, 961]","[1347, 686, 1655, 821]"
0,VAT13604Vs,Obv,train,839,11,"[2123, 839, 2299, 982]","[1641, 699, 1817, 842]"
0,VAT13604Vs,Obv,train,85,23,"[2287, 817, 2632, 962]","[1805, 677, 2150, 822]"
0,VAT13604Vs,Obv,train,14,24,"[2676, 852, 2981, 965]","[2194, 712, 2499, 825]"
0,VAT13604Vs,Obv,train,350,25,"[2996, 828, 3313, 980]","[2514, 688, 2831, 840]"
0,VAT13604Vs,Obv,train,10,26,"[3260, 859, 3504, 995]","[2778, 719, 3022, 855]"
0,VAT13604Vs,Obv,train,599,27,"[788, 1024, 992, 1178]","[306, 884, 510, 1038]"
0,VAT13604Vs,Obv,train,469,28,"[984, 1013, 1183, 1153]","[502, 873, 701, 1013]"
0,VAT13604Vs,Obv,train,162,29,"[1126, 967, 1619, 1136]","[644, 827, 1137, 996]"
0,VAT13604Vs,Obv,train,490,30,"[1604, 955, 1859, 1115]","[1122, 815, 1377, 975]"
0,VAT13604Vs,Obv,train,1,2,"[1871, 961, 2002, 1078]","[1389, 821, 1520, 938]"
0,VAT13604Vs,Obv,train,113,31,"[1991, 954, 2166, 1079]","[1509, 814, 1684, 939]"
0,VAT13604Vs,Obv,train,641,32,"[2167, 941, 2462, 1121]","[1685, 801, 1980, 981]"
0,VAT13604Vs,Obv,train,839,11,"[2579, 971, 2709, 1098]","[2097, 831, 2227, 958]"
0,VAT13604Vs,Obv,train,761,33,"[2695, 931, 2927, 1102]","[2213, 791, 2445, 962]"
0,VAT13604Vs,Obv,train,176,34,"[2862, 957, 3076, 1130]","[2380, 817, 2594, 990]"
0,VAT13604Vs,Obv,train,553,35,"[3043, 961, 3254, 1110]","[2561, 821, 2772, 970]"
0,VAT13604Vs,Obv,train,176,34,"[3171, 978, 3404, 1142]","[2689, 838, 2922, 1002]"
0,VAT13604Vs,Obv,train,255,36,"[3362, 957, 3514, 1134]","[2880, 817, 3032, 994]"
0,VAT13604Vs,Obv,train,552,13,"[882, 1150, 1107, 1305]","[400, 1010, 625, 1165]"
0,VAT13604Vs,Obv,train,1,2,"[1040, 1182, 1147, 1271]","[558, 1042, 665, 1131]"
0,VAT13604Vs,Obv,train,698,37,"[1141, 1109, 1391, 1305]","[659, 969, 909, 1165]"
