segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
6,VAT08803Rs,Rev,train,836,147,"[867, 4964, 1064, 5094]","[867, 4964, 1064, 5094]"
6,VAT08803Rs,Rev,train,238,157,"[3039, 4614, 3198, 4768]","[3039, 4614, 3198, 4768]"
6,VAT08803Rs,Rev,train,437,165,"[2274, 4651, 2429, 4784]","[2274, 4651, 2429, 4784]"
6,VAT08803Rs,Rev,train,292,132,"[2143, 4667, 2282, 4787]","[2143, 4667, 2282, 4787]"
6,VAT08803Rs,Rev,train,691,166,"[839, 4619, 1116, 4810]","[839, 4619, 1116, 4810]"
6,VAT08803Rs,Rev,train,678,167,"[2765, 4314, 2947, 4458]","[2765, 4314, 2947, 4458]"
6,VAT08803Rs,Rev,train,682,168,"[2799, 3989, 3124, 4156]","[2799, 3989, 3124, 4156]"
6,VAT08803Rs,Rev,train,732,169,"[882, 3791, 1167, 3971]","[882, 3791, 1167, 3971]"
6,VAT08803Rs,Rev,train,883,170,"[1563, 3322, 1775, 3472]","[1563, 3322, 1775, 3472]"
6,VAT08803Rs,Rev,train,705,171,"[806, 3358, 1107, 3523]","[806, 3358, 1107, 3523]"
6,VAT08803Rs,Rev,train,821,172,"[2868, 3151, 3213, 3330]","[2868, 3151, 3213, 3330]"
6,VAT08803Rs,Rev,train,708,173,"[2773, 3219, 2870, 3331]","[2773, 3219, 2870, 3331]"
6,VAT08803Rs,Rev,train,708,173,"[2483, 3212, 2590, 3336]","[2483, 3212, 2590, 3336]"
6,VAT08803Rs,Rev,train,636,174,"[1825, 3182, 2038, 3348]","[1825, 3182, 2038, 3348]"
6,VAT08803Rs,Rev,train,705,171,"[1176, 3184, 1494, 3354]","[1176, 3184, 1494, 3354]"
6,VAT08803Rs,Rev,train,139,152,"[1737, 3067, 1971, 3206]","[1737, 3067, 1971, 3206]"
6,VAT08803Rs,Rev,train,883,170,"[1571, 3045, 1757, 3196]","[1571, 3045, 1757, 3196]"
6,VAT08803Rs,Rev,train,129,175,"[1263, 3091, 1393, 3220]","[1263, 3091, 1393, 3220]"
6,VAT08803Rs,Rev,train,221,176,"[1718, 2891, 1958, 3042]","[1718, 2891, 1958, 3042]"
6,VAT08803Rs,Rev,train,411,118,"[1851, 2755, 2035, 2915]","[1851, 2755, 2035, 2915]"
6,VAT08803Rs,Rev,train,266,119,"[1680, 2769, 1858, 2915]","[1680, 2769, 1858, 2915]"
6,VAT08803Rs,Rev,train,351,120,"[1375, 2763, 1615, 2930]","[1375, 2763, 1615, 2930]"
6,VAT08803Rs,Rev,train,636,174,"[2666, 2625, 2911, 2753]","[2666, 2625, 2911, 2753]"
6,VAT08803Rs,Rev,train,494,177,"[1557, 2617, 1768, 2743]","[1557, 2617, 1768, 2743]"
6,VAT08803Rs,Rev,train,731,161,"[1351, 2482, 1617, 2630]","[1351, 2482, 1617, 2630]"
