segm_idx,tablet_CDLI,view_desc,collection,mzl_label,train_label,bbox,relative_bbox
22,P336150,Obv,test,754,56,"[870, 230, 974, 263]","[350, 76, 454, 109]"
22,P336150,Obv,test,98,41,"[976, 228, 1031, 266]","[456, 74, 511, 112]"
22,P336150,Obv,test,498,19,"[841, 265, 913, 304]","[321, 111, 393, 150]"
22,P336150,Obv,test,552,13,"[910, 261, 978, 304]","[390, 107, 458, 150]"
22,P336150,Obv,test,89,108,"[964, 259, 1045, 304]","[444, 105, 525, 150]"
22,P336150,Obv,test,599,27,"[1032, 258, 1095, 304]","[512, 104, 575, 150]"
22,P336150,Obv,test,111,8,"[693, 306, 768, 350]","[173, 152, 248, 196]"
22,P336150,Obv,test,296,287,"[761, 304, 875, 342]","[241, 150, 355, 188]"
22,P336150,Obv,test,24,58,"[871, 302, 972, 341]","[351, 148, 452, 187]"
22,P336150,Obv,test,561,65,"[969, 296, 1054, 343]","[449, 142, 534, 189]"
22,P336150,Obv,test,839,11,"[688, 349, 739, 392]","[168, 195, 219, 238]"
22,P336150,Obv,test,541,72,"[736, 344, 821, 384]","[216, 190, 301, 230]"
22,P336150,Obv,test,129,175,"[821, 337, 930, 385]","[301, 183, 410, 231]"
22,P336150,Obv,test,89,108,"[921, 340, 995, 383]","[401, 186, 475, 229]"
22,P336150,Obv,test,248,5,"[990, 339, 1056, 384]","[470, 185, 536, 230]"
22,P336150,Obv,test,302,209,"[1061, 339, 1134, 376]","[541, 185, 614, 222]"
22,P336150,Obv,test,552,13,"[645, 397, 680, 435]","[125, 243, 160, 281]"
22,P336150,Obv,test,644,187,"[674, 390, 725, 434]","[154, 236, 205, 280]"
22,P336150,Obv,test,24,58,"[717, 384, 778, 438]","[197, 230, 258, 284]"
22,P336150,Obv,test,252,80,"[773, 386, 812, 428]","[253, 232, 292, 274]"
22,P336150,Obv,test,142,76,"[807, 385, 863, 429]","[287, 231, 343, 275]"
22,P336150,Obv,test,89,108,"[854, 381, 907, 428]","[334, 227, 387, 274]"
22,P336150,Obv,test,812,82,"[901, 383, 955, 427]","[381, 229, 435, 273]"
22,P336150,Obv,test,180,101,"[943, 381, 1006, 429]","[423, 227, 486, 275]"
22,P336150,Obv,test,736,77,"[1005, 379, 1072, 427]","[485, 225, 552, 273]"
22,P336150,Obv,test,164,78,"[1064, 380, 1122, 422]","[544, 226, 602, 268]"
22,P336150,Obv,test,118,83,"[1111, 378, 1168, 425]","[591, 224, 648, 271]"
22,P336150,Obv,test,552,13,"[693, 471, 736, 511]","[173, 317, 216, 357]"
22,P336150,Obv,test,737,100,"[733, 465, 797, 508]","[213, 311, 277, 354]"
22,P336150,Obv,test,136,156,"[789, 465, 849, 505]","[269, 311, 329, 351]"
22,P336150,Obv,test,561,65,"[846, 456, 909, 500]","[326, 302, 389, 346]"
22,P336150,Obv,test,110,4,"[906, 455, 955, 504]","[386, 301, 435, 350]"
22,P336150,Obv,test,474,159,"[951, 457, 1006, 498]","[431, 303, 486, 344]"
22,P336150,Obv,test,812,82,"[1003, 456, 1051, 500]","[483, 302, 531, 346]"
22,P336150,Obv,test,596,39,"[1041, 454, 1083, 501]","[521, 300, 563, 347]"
22,P336150,Obv,test,252,80,"[1079, 455, 1116, 493]","[559, 301, 596, 339]"
22,P336150,Obv,test,111,8,"[1111, 447, 1167, 495]","[591, 293, 647, 341]"
22,P336150,Obv,test,504,178,"[1163, 448, 1226, 492]","[643, 294, 706, 338]"
22,P336150,Obv,test,580,87,"[1221, 450, 1265, 487]","[701, 296, 745, 333]"
22,P336150,Obv,test,690,85,"[632, 471, 696, 516]","[112, 317, 176, 362]"
22,P336150,Obv,test,724,79,"[688, 508, 779, 550]","[168, 354, 259, 396]"
22,P336150,Obv,test,578,98,"[770, 505, 822, 548]","[250, 351, 302, 394]"
22,P336150,Obv,test,839,11,"[1052, 499, 1110, 540]","[532, 345, 590, 386]"
